9.99988e+12	0	0	0	0	0	0
9.99976e+12	0	0	0	0	0	0
9.99963e+12	0	0	0	0	0	0
9.99951e+12	0	0	0	0	0	0
9.99939e+12	0	0	0	0	0	0
9.99927e+12	0	0	0	0	0	0
9.99914e+12	0	0	0	0	0	0
9.99902e+12	0	0	0	0	0	0
9.9989e+12	0	0	0	0	0	0
9.99878e+12	0	0	0	0	0	0
9.99865e+12	0	0	0	0	0	0
9.99853e+12	0	0	0	0	0	0
9.99841e+12	0	0	0	0	0	0
9.99829e+12	0	0	0	0	0	0
9.99816e+12	0	0	0	0	0	0
9.99804e+12	0	0	0	0	0	0
9.99792e+12	0	0	0	0	0	0
9.9978e+12	0	0	0	0	0	0
9.99767e+12	0	0	0	0	0	0
9.99755e+12	0	0	0	0	0	0
9.99743e+12	0	0	0	0	0	0
9.99731e+12	0	0	0	0	0	0
9.99719e+12	0	0	0	0	0	0
9.99706e+12	0	0	0	0	0	0
9.99694e+12	0	0	0	0	0	0
9.99682e+12	0	0	0	0	0	0
9.9967e+12	0	0	0	0	0	0
9.99657e+12	0	0	0	0	0	0
9.99645e+12	0	0	0	0	0	0
9.99633e+12	0	0	0	0	0	0
9.99621e+12	0	0	0	0	0	0
9.99608e+12	0	0	0	0	0	0
9.99596e+12	0	0	0	0	0	0
9.99584e+12	0	0	0	0	0	0
9.99572e+12	0	0	0	0	0	0
9.9956e+12	0	0	0	0	0	0
9.99547e+12	0	0	0	0	0	0
9.99535e+12	0	0	0	0	0	0
9.99523e+12	0	0	0	0	0	0
9.99511e+12	0	0	0	0	0	0
9.99498e+12	0	0	0	0	0	0
9.99486e+12	0	0	0	0	0	0
9.99474e+12	0	0	0	0	0	0
